# Profile Compression settings. Method: Sum Points, using 1 datapoints
# Profile Smoothing is Disabled
#	O-		C_2-		S-		Au_3-		WS_3-		
#	15.9958		24.0013		31.9731		590.9067		279.8693		
#Depth (nm)	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	
0	45569.9	0.0137112	24570.7	0.0073929	99176.7	0.0298406	17314.8	0.00520974	104117	0.031327	
5.227	32257.1	0.0457277	2743.71	0.00388949	3901.58	0.00553089	136060	0.192879	1307.17	0.00185304	
10.454	27107.3	0.0447902	2376.85	0.00392734	2661.18	0.00439715	140362	0.231925	857.511	0.00141689	
15.681	23629.6	0.038106	3004.02	0.00484439	2188.64	0.00352948	159290	0.256877	742.113	0.00119676	
20.908	18844.4	0.034739	3117.05	0.00574616	1641.42	0.0030259	143135	0.263864	529.604	0.000976304	
26.135	14684.9	0.0290978	3360.47	0.00665871	1222.52	0.0024224	136246	0.269969	363.362	0.000719996	
31.362	11495.9	0.0214966	3527.4	0.00659601	950.611	0.00177758	147352	0.275539	330.332	0.000617701	
36.589	8939.5	0.0167173	3414.17	0.00638467	737.013	0.00137825	149229	0.279065	266.236	0.000497874	
41.816	6869.32	0.0161945	3214.04	0.00757713	593.714	0.00139968	115955	0.273365	166.117	0.000391622	
47.043	5420.27	0.0111422	3372.61	0.00693293	464.457	0.000954765	135014	0.277543	137.107	0.000281845	
52.27	4331.98	0.00816841	3505.02	0.00660908	352.286	0.000664272	147395	0.277928	113.086	0.000213236	
57.497	3424.21	0.00784048	3096.91	0.00709106	261.184	0.000598037	120149	0.275107	75.0579	0.000171862	
62.724	2708.43	0.0060115	3051.38	0.00677268	213.139	0.000473073	123419	0.273935	69.0525	0.000153266	
67.951	2198.57	0.00435285	3273.67	0.00648138	144.082	0.000285261	138989	0.275178	57.0409	0.000112933	
73.178	1758.96	0.00371149	2982.98	0.00629423	108.064	0.00022802	129064	0.272331	45.0307	9.5017e-005	
78.405	1470.45	0.00358994	2684.24	0.00655326	113.07	0.000276048	109731	0.267896	51.0357	0.000124598	
83.632	1314.77	0.00265891	2931.44	0.00592835	72.038	0.000145685	133050	0.269071	40.0288	8.09516e-005	
88.859	1194.31	0.00253267	2762.98	0.0058592	58.0292	0.000123057	126170	0.267557	59.0466	0.000125215	
94.086	1057.82	0.00233705	2640.9	0.00583455	45.0206	9.94641e-005	119483	0.263974	45.0362	9.94986e-005	
99.313	1099.06	0.00205063	2857.89	0.00533226	53.0325	9.89482e-005	141225	0.263498	34.0255	6.34848e-005	
104.54	1049.84	0.00181164	2772.1	0.00478365	44.0264	7.59736e-005	154073	0.265874	58.0492	0.000100172	
109.767	995.619	0.00214466	2492.66	0.00536944	51.0341	0.000109932	118710	0.255712	52.0476	0.000112116	
114.994	952.541	0.00174859	2634.93	0.00483699	38.0233	6.97999e-005	141906	0.2605	53.0458	9.73769e-005	
120.221	855.229	0.00147353	2492.77	0.00429495	44.0236	7.58511e-005	151381	0.260824	60.0551	0.000103473	
125.448	882.329	0.00200359	2221.82	0.0050453	49.0305	0.000111338	109850	0.249447	49.0441	0.000111369	
130.675	833.188	0.00164465	2221.82	0.0043857	33.0227	6.51842e-005	128420	0.25349	57.0478	0.000112608	
135.902	829.177	0.00141506	2273.24	0.0038795	41.0254	7.00134e-005	150732	0.257238	58.0517	9.90704e-005	
141.129	811.113	0.00154842	2196.73	0.00419357	35.0233	6.68598e-005	132070	0.252123	53.0575	0.000101287	
146.356	744.935	0.00162954	2029.54	0.0044396	30.018	6.56642e-005	112663	0.24645	41.0369	8.97679e-005	
151.583	809.147	0.00149798	1971.21	0.00364931	35.0245	6.48411e-005	135421	0.250707	52.0431	9.63479e-005	
156.81	717.915	0.00128958	2026.66	0.00364046	47.0297	8.44787e-005	139848	0.251207	46.0458	8.27112e-005	
162.037	682.804	0.00154255	1814.28	0.00409872	26.0174	5.87771e-005	106631	0.240895	53.0499	0.000119847	
167.264	657.758	0.00124772	1782.15	0.00338061	27.0195	5.1254e-005	130867	0.248245	39.0361	7.40486e-005	
172.491	681.825	0.00111993	1749.9	0.0028743	27.0195	4.43808e-005	154562	0.253876	53.0562	8.71473e-005	
177.718	624.683	0.00141398	1527.75	0.00345811	22.015	4.98314e-005	105865	0.239629	47.0448	0.000106487	
182.945	616.664	0.00120331	1570.02	0.00306361	27.0214	5.27274e-005	125769	0.245417	42.0382	8.20301e-005	
188.172	622.699	0.00106475	1535.87	0.00262616	19.0136	3.25111e-005	146764	0.250949	43.0417	7.35964e-005	
193.399	573.613	0.00114263	1382.14	0.00275321	27.0172	5.38182e-005	123183	0.24538	59.0581	0.000117644	
198.626	532.506	0.00109924	1331.87	0.00274935	22.0161	4.54473e-005	117618	0.242797	52.046	0.000107438	
203.853	492.453	0.000882331	1377.12	0.00246739	18.0131	3.22743e-005	138690	0.248492	47.0452	8.42913e-005	
209.08	562.592	0.000987426	1359.06	0.00238534	22.0158	3.86408e-005	141318	0.248033	67.0703	0.000117718	
214.307	511.477	0.00116785	1160.26	0.00264923	20.0161	4.57026e-005	104723	0.239114	43.0412	9.8276e-005	
219.534	549.551	0.00109605	1164.26	0.00232206	20.015	3.9919e-005	122682	0.244683	43.04	8.58412e-005	
224.761	540.531	0.000902895	1199.38	0.00200342	20.0156	3.34337e-005	150040	0.250624	58.0606	9.69834e-005	
