# Profile Compression settings. Method: Sum Points, using 1 datapoints
# Profile Smoothing is Disabled
#	H+		Li+		C+		CH_3+		NH_4+		Na+		C_2H_2+		C_2H_3+		C_2H_5+		K+		Ca+		C_3H_5+		C_2H_2O+		C_2H_3O+		C_3H_7+		C_4H_5+		C_4H_7+		C_4H_9+		Ni+		C_3H_8N+		C_5H_3N+		C_8H_2+		C_9H_14O_2+		F+		Sn+		Sn_2O_2+		PO+		SnOH+		SnO+		C_3H_3+		^119SnSnO_2+		Sn_2O_2H+		^118SnSnO+		^118Sn+		^118SnOH+		C_4H_3+		Si+		CH+		CH_2+		Sn_2O+		^118Sn_2O+		^116Sn+		NiO+		CaO+		Fe+		Mo+		TiO+		Ti+		Cr+		SiO+		Cu+		FeO+		Mg+		C_2+		Mn+		B+		^10B+		^6Li+		^118SnSnO_2+						
#	1.0080		7.0160		11.9987		15.0237		18.0357		22.9902		26.0141		27.0228		29.0388		38.9636		39.9606		41.0438		42.0081		43.0175		43.0541		53.0367		55.0533		57.0692		57.9359		58.0640		77.0319		98.0218		154.0855		19.0001		119.8869		271.7907		46.9651		136.8990		135.9086		39.0219		270.7890		272.7916		253.7803		117.8933		134.9000		51.0226		27.9740		13.0069		14.0158		255.7945		251.7945		115.8970		73.9291		55.9570		55.9338		97.9011		63.9419		47.9458		51.9390		43.9697		62.9288		71.9292		23.9832		23.9986		54.9370		11.0084		10.0121		6.0145		269.7927		269.7898		117.9240		
#Sputter Time (s)	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	Intensity(Background Corrected)	Point-to-Point Normalization	
6.5536	445.538	0.00151961	4.00024	1.36437e-005	205.324	0.000700304	1662.36	0.00566983	1549.03	0.00528329	3484.41	0.0118843	1041.77	0.00355317	7537.67	0.0257089	10937.3	0.037304	855.298	0.00291718	393.653	0.00134264	7720.67	0.026333	382.021	0.00130297	3725.62	0.012707	4425.96	0.0150957	2199.5	0.00750187	3783.82	0.0129056	1627.77	0.00555186	63.0722	0.000215121	1213.83	0.00414003	1437.1	0.00490155	1818.28	0.00620164	1631.38	0.00556418	0	0	1324.47	0.00451738	682.322	0.00232721	107.335	0.000366088	3618.22	0.0123407	1185.44	0.00404319	4904.23	0.0167269	1476.76	0.0050368	1155.53	0.00394119	327.183	0.00111593	1028.61	0.00350831	2924.87	0.00997591	1475.74	0.00503333	133.166	0.00045419	146.165	0.000498528	445.538	0.00151961	244.704	0.000834618	308.001	0.00105051	536.528	0.00182995	15.0187	5.12245e-005	72.2201	0.000246323	119.205	0.000406574	10.013	3.41515e-005	112.176	0.000382601	76.1856	0.000259848	6.00321	2.04752e-005	25.0285	8.53652e-005	17.0103	5.80174e-005	15.0229	5.12389e-005	21.0093	7.16568e-005	27.0212	9.21617e-005	11.012	3.75589e-005	0	0	0	0	1.00001	3.41074e-006	874.718	0.00298342	10606.5	0.0361758	14918.7	0.0508835	
19.6608	230.419	0.00197558	3.00007	2.57222e-005	173.231	0.00148526	807.047	0.00691951	509.096	0.00436492	1875.96	0.0160843	546.823	0.00468839	3005.56	0.0257693	4422.84	0.0379208	532.416	0.00456486	230.519	0.00197644	2515.08	0.021564	175.412	0.00150396	1453.83	0.0124649	1335.24	0.0114482	743.388	0.00637371	1152.3	0.0098797	442.346	0.00379261	32.0127	0.000274473	491.843	0.004217	544.593	0.00466927	725.829	0.00622316	515.793	0.00442234	1.00001	8.57393e-006	710.404	0.00609091	274.726	0.00235547	33.0363	0.000283249	1562.36	0.0133954	516.291	0.00442661	1942.91	0.0166582	587.923	0.00504077	468.866	0.00402	164.267	0.00140841	528.533	0.00453157	1215.12	0.0104182	589.295	0.00505254	65.0402	0.000557646	106.089	0.000909594	258.517	0.00221649	140.201	0.00120206	172.308	0.00147735	321.069	0.0027528	4.00166	3.43097e-005	30.0503	0.000257647	71.0679	0.000609327	7.00419	6.0053e-005	54.0376	0.000463311	45.0504	0.000386257	3.00071	2.57277e-005	17.009	0.000145833	4.00108	3.43048e-005	7.00347	6.00469e-005	4.00043	3.42991e-005	24.0077	0.000205839	4.00128	3.43065e-005	2.00003	1.7148e-005	0	0	0	0	359.182	0.00307958	4250.09	0.0364398	6333.11	0.0542993	
32.768	162.208	0.00215544	2.00003	2.65767e-005	172.226	0.00228857	476.774	0.00633544	259.545	0.00344887	1409.34	0.0187276	369.274	0.00490697	1945.66	0.0258543	2770.02	0.0368084	420.48	0.0055874	178.305	0.00236934	1598.23	0.0212375	106.163	0.00141071	837.618	0.0111304	730.224	0.00970332	465.699	0.00618828	753.499	0.0100126	240.012	0.00318931	35.0172	0.000465313	301.14	0.00400159	347.934	0.0046234	399.851	0.00531327	269.837	0.00358563	0	0	511.22	0.00679317	153.216	0.00203595	21.0123	0.000279215	1012.21	0.0134503	312.874	0.00415751	1256.27	0.0166935	390.276	0.00518605	307.822	0.00409039	116.137	0.00154324	411.507	0.00546816	844.839	0.0112263	431.682	0.00573626	68.0395	0.000904118	88.0618	0.00117018	178.256	0.00236869	85.0751	0.00113049	123.15	0.00163643	228.56	0.00303714	3.00071	3.98739e-005	29.0313	0.000385772	44.0229	0.000584983	4.00122	5.31688e-005	46.0225	0.000611553	34.028	0.000452169	6.00092	7.9741e-005	5.00153	6.64611e-005	5.00062	6.64489e-005	3.00094	3.98769e-005	9.00103	0.000119607	23.0083	0.000305737	2.00049	2.65828e-005	0	0	0	0	0	0	243.541	0.00323621	2820.24	0.0374758	4099.63	0.0544764	
45.8752	126.123	0.00217169	0	0	151.177	0.00260308	417.351	0.00718631	207.347	0.00357027	1240.78	0.0213649	305.89	0.00526706	1535.25	0.0264352	2010.39	0.0346166	349.007	0.0060095	168.245	0.00289699	1210.36	0.020841	68.0595	0.0011719	607.378	0.0104583	599.28	0.0103189	349.564	0.00601908	552.633	0.00951569	179.099	0.00308387	26.0091	0.000447846	231.642	0.0039886	270.105	0.0046509	303.033	0.00521787	194.413	0.00334756	0	0	435.618	0.00750084	147.198	0.00253458	14.0062	0.000241171	769.814	0.0132553	261.575	0.00450402	982.143	0.0169114	289.692	0.00498816	286.718	0.00493695	99.0882	0.00170618	352.076	0.00606234	634.325	0.0109223	307.863	0.00530103	53.0263	0.000913051	81.0513	0.00139561	134.145	0.00230983	86.0778	0.00148216	99.0947	0.0017063	200.419	0.00345099	5.00121	8.61151e-005	22.0163	0.000379095	31.0119	0.000533988	1.00028	1.72237e-005	43.0181	0.000740721	27.0167	0.000465196	6.00079	0.000103327	5.00106	8.61124e-005	1.00013	1.72211e-005	5.00095	8.61106e-005	4.00031	6.88806e-005	16.0037	0.000275564	5.00069	8.61061e-005	0	0	0	0	0	0	210.412	0.00362305	2305.16	0.0396921	3248.74	0.0559396	
58.9824	151.179	0.00309277	2.00003	4.0916e-005	171.226	0.00350289	286.639	0.00586397	157.198	0.00321592	1137.98	0.0232804	245.598	0.00502437	1236.14	0.0252885	1572.06	0.0321607	322.878	0.00660533	131.157	0.00268317	973.367	0.0199128	67.0598	0.00137189	480.148	0.00982272	442.363	0.00904973	311.173	0.00636589	387.498	0.00792732	155.805	0.00318741	23.0065	0.00047066	187.439	0.00383457	206.685	0.00422829	255.727	0.00523158	169.333	0.00346416	0	0	416.47	0.00852002	103.097	0.00210913	10.0029	0.000204636	707.971	0.0144835	211.398	0.00432471	772.934	0.0158124	273.639	0.00559801	240.527	0.00492063	112.11	0.00229351	332.96	0.00681158	520.194	0.010642	240.543	0.00492096	45.0182	0.000920969	69.0374	0.00141235	119.108	0.00243668	82.0662	0.00167888	89.077	0.00182231	163.261	0.00333995	3.00034	6.13801e-005	25.0178	0.000511805	28.0089	0.000572997	3.00076	6.13885e-005	25.0071	0.000511587	20.0052	0.00040926	2.00009	4.09173e-005	5.0008	0.000102305	5.00065	0.000102302	6.00056	0.000122758	5.0005	0.000102299	21.0063	0.000429739	1.00018	2.04613e-005	1.00001	2.04578e-005	0	0	0	0	182.282	0.00372906	2064.34	0.0422317	2888.09	0.0590837	
72.0896	134.139	0.00311581	2.00003	4.64571e-005	165.211	0.00383755	255.517	0.0059352	113.103	0.00262717	1091.2	0.0253466	215.406	0.0050035	1054.52	0.0244947	1359.69	0.0315832	309.773	0.00719548	150.209	0.0034891	732.312	0.0170103	49.0326	0.00113894	395.456	0.00918573	345.406	0.00802317	253.816	0.00589568	374.2	0.008692	113.554	0.00263767	22.0069	0.000511182	155.29	0.00360711	175.444	0.00407526	216.572	0.00503058	150.255	0.00349015	0	0	372.206	0.00864567	99.09	0.00230168	18.008	0.000418293	620.026	0.0144021	191.323	0.0044441	668.725	0.0155333	266.619	0.00619309	193.316	0.00449037	90.0746	0.00209227	280.658	0.00651917	505.065	0.0117318	223.469	0.00519078	38.0116	0.000882941	63.0322	0.00146413	116.105	0.0026969	65.0372	0.0015107	96.089	0.00223198	195.353	0.00453769	1.00013	2.32312e-005	27.0221	0.000627674	35.012	0.000813267	4.00067	9.29284e-005	28.0081	0.000650578	23.0111	0.000534506	0	0	4.00085	9.29327e-005	5.00072	0.000116158	3.00057	6.96979e-005	3.00021	6.96894e-005	20.0049	0.000464678	0	0	0	0	0	0	0	0	155.205	0.00360513	1804.53	0.041916	2499.53	0.0580596	
85.1968	113.099	0.00291983	0	0	155.184	0.00400631	235.437	0.00607817	100.086	0.00258387	1039.28	0.0268305	197.348	0.00509485	970.981	0.0250674	1152.72	0.0297593	317.808	0.00820471	149.196	0.00385172	715.801	0.0184795	42.0168	0.00108473	329.078	0.00849568	325.85	0.00841232	193.467	0.00499465	345.92	0.00893047	101.412	0.00261811	15.0019	0.000387299	126.187	0.00325771	138.327	0.00357113	187.416	0.00483844	109.124	0.00281721	0	0	392.282	0.0101274	136.175	0.00351557	10.0037	0.00025826	544.364	0.0140536	181.27	0.00467978	583.346	0.01506	255.529	0.00659689	194.326	0.00501682	74.0577	0.00191192	297.744	0.00768672	470.809	0.0121547	172.273	0.00444751	45.0175	0.0011622	52.0206	0.00134299	90.0619	0.00232509	90.0667	0.00232521	86.0646	0.00222189	158.216	0.00408458	2.00021	5.16386e-005	19.0136	0.000490866	33.0113	0.000852239	0	0	32.0093	0.00082637	19.0074	0.000490706	2.00015	5.16371e-005	6.00073	0.000154918	3.00039	7.74598e-005	4.00049	0.000103279	3.00007	7.74515e-005	18.0033	0.000464783	1.00014	2.58203e-005	1.00001	2.58168e-005	0	0	0	0	130.146	0.00335991	1707.28	0.0440761	2345.97	0.060565	
98.304	88.0645	0.00250492	1.00001	2.84443e-005	170.221	0.00484178	203.327	0.00578347	85.0591	0.00241943	974.37	0.0277151	186.327	0.00529991	781.472	0.0222283	1070.42	0.030447	262.593	0.00746924	138.167	0.00393004	623.508	0.0177351	38.0191	0.00108142	313.898	0.00892856	253.946	0.00722326	192.467	0.00547456	278.218	0.00791367	81.312	0.00231285	21.0046	0.000597459	113.175	0.00321917	137.259	0.0039042	186.45	0.00530339	91.105	0.0025914	0	0	340.953	0.00969811	105.102	0.00298952	10.0026	0.000284515	524.178	0.0149098	152.207	0.00432941	522.017	0.0148483	217.393	0.00618356	182.282	0.00518486	90.0764	0.00256214	278.655	0.00792609	408.353	0.0116152	166.254	0.00472895	38.0133	0.00108126	65.0332	0.00184981	86.0578	0.00244784	67.0453	0.00190705	93.0773	0.0026475	166.266	0.00472929	1.00004	2.84452e-005	27.0165	0.000768462	22.0054	0.000625924	4.00093	0.000113803	17.0044	0.000483676	16.0049	0.000455245	3.00016	8.53369e-005	3.00039	8.53434e-005	7.00101	0.000199138	5.00079	0.000142243	4.00018	0.000113782	25.0067	0.000711293	4.00047	0.00011379	0	0	0	0	0	0	144.19	0.00410136	1657.05	0.0471332	2155.12	0.0613005	
111.411	99.0749	0.00310188	2.00003	6.26179e-005	137.145	0.00429382	190.285	0.00595753	83.0602	0.00260049	930.719	0.0291394	156.227	0.00489122	774.189	0.0242387	990.808	0.0310207	274.591	0.00859703	143.173	0.00448253	563.727	0.0176494	32.0151	0.00100235	277.715	0.00869483	258.788	0.00810225	205.519	0.00643449	204.75	0.00641041	63.2182	0.00197927	23.0057	0.000720274	100.133	0.00313502	117.203	0.00366945	156.271	0.00489262	82.0777	0.00256973	0	0	324.915	0.0101726	100.093	0.00313376	10.0017	0.000313137	471.795	0.0147712	149.192	0.00467098	463.218	0.0145027	181.297	0.00567614	160.222	0.00501632	85.0665	0.0026633	246.508	0.00771779	367.081	0.0114928	153.207	0.00479668	36.0115	0.00112747	42.0141	0.0013154	71.0396	0.00222414	64.0391	0.00200497	74.0589	0.00231867	145.194	0.00454581	2.00015	6.26218e-005	27.018	0.000845892	27.0078	0.000845574	1.00011	3.13121e-005	18.0025	0.00056363	18.0052	0.000563716	1.00004	3.13097e-005	8.00098	0.000250498	5.00019	0.000156548	3.0003	9.39348e-005	2.0002	6.26232e-005	12.0024	0.000375776	3.00042	9.39386e-005	0	0	1.00001	3.13087e-005	0	0	128.146	0.00401205	1493.67	0.0467644	1970.42	0.0616909	
124.518	103.083	0.00339128	0	0	160.196	0.00527022	191.282	0.00629291	70.0396	0.0023042	969.205	0.0318855	136.166	0.00447968	722.472	0.0237683	835.405	0.0274837	283.648	0.00933161	147.186	0.00484221	499.04	0.0164177	43.0259	0.00141549	236.524	0.0077813	217.299	0.00714885	146.275	0.00481223	230.814	0.00759346	81.2538	0.00267314	24.0063	0.000789773	89.1137	0.00293172	118.226	0.00388946	118.182	0.00388803	82.0839	0.00270045	0	0	354.029	0.0116471	88.0703	0.00289739	12.0031	0.000394886	435.542	0.0143287	132.145	0.0043474	461.242	0.0151742	216.393	0.00711903	161.226	0.00530411	104.096	0.00342462	248.518	0.0081759	340.937	0.0112164	157.235	0.00517282	36.0126	0.00118477	44.0148	0.00144803	74.0418	0.00243587	78.0542	0.00256787	78.0572	0.00256798	123.147	0.00405138	1.00005	3.29004e-005	20.0128	0.000658394	29.0078	0.000954317	1.00013	3.29029e-005	30.0087	0.000987245	20.0064	0.000658183	6.00046	0.000197407	1.00011	3.29024e-005	2.00012	6.58013e-005	1.00007	3.29009e-005	2.00006	6.57992e-005	22.0047	0.000723924	1.00008	3.29014e-005	0	0	0	0	0	0	126.15	0.00415017	1426.65	0.0469347	1869.25	0.0614958	
